Hash,Refatoração,Descrição
8b71e2cec4d4e32cd8bacd36bc6abcb3d412da91,RENAME, RENAME	{Method post(String  Map) at xxl-job-core/src/main/java/com/xxl/job/core/util/HttpUtil.java:55}	{Method postHex(String  RequestModel) at xxl-job-core/src/main/java/com/xxl/job/core/util/XxlJobNetCommUtil.java:60}) RENAME({com.xxl.job.core.util.HttpUtil post(String  Map)}  {com.xxl.job.core.util.XxlJobNetCommUtil postHex(String  RequestModel)}),
8b71e2cec4d4e32cd8bacd36bc6abcb3d412da91,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method failoverTrigger(String  HashMap  XxlJobLog) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/jobbean/RemoteHttpJobBean.java:79}	{Method failoverTrigger(String  RequestModel  XxlJobLog) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/jobbean/RemoteHttpJobBean.java:79}) CHANGE_SIGNATURE({com.xxl.job.admin.core.jobbean.RemoteHttpJobBean failoverTrigger(String  HashMap  XxlJobLog)}  {com.xxl.job.admin.core.jobbean.RemoteHttpJobBean failoverTrigger(String  RequestModel  XxlJobLog)}),
8b71e2cec4d4e32cd8bacd36bc6abcb3d412da91,MOVE_RENAME, MOVE_RENAME	{Class HandlerRepository at xxl-job-core/src/main/java/com/xxl/job/core/handler/HandlerRepository.java:17}	{Class HandlerRouter at xxl-job-core/src/main/java/com/xxl/job/core/router/HandlerRouter.java:16}) MOVE_RENAME({com.xxl.job.core.handler.HandlerRepository}  {com.xxl.job.core.router.HandlerRouter}),
e01d2bc9b5096245b76828ab8ab198f242a38659,MOVE_RENAME, MOVE_RENAME	{Class XxlJobDynamicScheduler at xxl-job-admin/src/main/java/com/xxl/job/admin/core/schedule/XxlJobDynamicScheduler.java:35}	{Class XxlJobScheduler at xxl-job-admin/src/main/java/com/xxl/job/admin/core/conf/XxlJobScheduler.java:31}) MOVE_RENAME({com.xxl.job.admin.core.schedule.XxlJobDynamicScheduler}  {com.xxl.job.admin.core.conf.XxlJobScheduler}),
e01d2bc9b5096245b76828ab8ab198f242a38659,RENAME, RENAME	{Method start() at xxl-job-admin/src/main/java/com/xxl/job/admin/core/schedule/XxlJobDynamicScheduler.java:52}	{Method afterPropertiesSet() at xxl-job-admin/src/main/java/com/xxl/job/admin/core/conf/XxlJobScheduler.java:39}) RENAME({com.xxl.job.admin.core.schedule.XxlJobDynamicScheduler start()}  {com.xxl.job.admin.core.conf.XxlJobScheduler afterPropertiesSet()}),
76b629ac5f8320c0b1501b53db358575b32cdf39,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method isPortUsed(int) at xxl-job-core/src/main/java/com/xxl/job/core/util/NetUtil.java:43}	{Method isPortUsed(int  String) at xxl-job-core/src/main/java/com/xxl/job/core/util/NetUtil.java:57}) CHANGE_SIGNATURE({com.xxl.job.core.util.NetUtil isPortUsed(int)}  {com.xxl.job.core.util.NetUtil isPortUsed(int  String)}),
76b629ac5f8320c0b1501b53db358575b32cdf39,EXTRACT, EXTRACT	{Method findAvailablePort(int) at xxl-job-core/src/main/java/com/xxl/job/core/util/NetUtil.java:17}	{Method findAvailablePort(int  String) at xxl-job-core/src/main/java/com/xxl/job/core/util/NetUtil.java:19}) EXTRACT({com.xxl.job.core.util.NetUtil findAvailablePort(int)}  {com.xxl.job.core.util.NetUtil findAvailablePort(int  String)}),
3c95ba5ae42dd4cf348a540c33d60a9276a055b0,EXTRACT_MOVE, EXTRACT_MOVE	{Method markScriptFile(String  String) at xxl-job-core/src/main/java/com/xxl/job/core/util/ScriptUtil.java:22}	{Method getLogPath() at xxl-job-core/src/main/java/com/xxl/job/core/log/XxlJobFileAppender.java:39}) EXTRACT_MOVE({com.xxl.job.core.util.ScriptUtil markScriptFile(String  String)}  {com.xxl.job.core.log.XxlJobFileAppender getLogPath()}),
3c95ba5ae42dd4cf348a540c33d60a9276a055b0,EXTRACT_MOVE, EXTRACT_MOVE	{Method execute(String[]) at xxl-job-core/src/main/java/com/xxl/job/core/handler/impl/ScriptJobHandler.java:31}	{Method getLogPath() at xxl-job-core/src/main/java/com/xxl/job/core/log/XxlJobFileAppender.java:39}) EXTRACT_MOVE({com.xxl.job.core.handler.impl.ScriptJobHandler execute(String[])}  {com.xxl.job.core.log.XxlJobFileAppender getLogPath()}),
b8e196606d573f109fe96c77383d4e2e3ce92420,RENAME, RENAME	{Method new() at xxl-job-admin/src/main/java/com/xxl/job/admin/core/thread/JobRegistryHelper.java:24}	{Method start() at xxl-job-admin/src/main/java/com/xxl/job/admin/core/thread/JobRegistryHelper.java:30}) RENAME({com.xxl.job.admin.core.thread.JobRegistryHelper new()}  {com.xxl.job.admin.core.thread.JobRegistryHelper start()}),
b8e196606d573f109fe96c77383d4e2e3ce92420,RENAME, RENAME	{Method new() at xxl-job-admin/src/main/java/com/xxl/job/admin/core/thread/JobMonitorHelper.java:30}	{Method start() at xxl-job-admin/src/main/java/com/xxl/job/admin/core/thread/JobMonitorHelper.java:34}) RENAME({com.xxl.job.admin.core.thread.JobMonitorHelper new()}  {com.xxl.job.admin.core.thread.JobMonitorHelper start()}),
c86d7d1c8e1a4d40607dce8bf51a0225795c1848,EXTRACT_MOVE, EXTRACT_MOVE	{Method start(int) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/callback/XxlJobLogCallbackServer.java:26}	{Method getIpPort(int) at xxl-job-core/src/main/java/com/xxl/job/core/util/IpUtil.java:109}) EXTRACT_MOVE({com.xxl.job.admin.core.callback.XxlJobLogCallbackServer start(int)}  {com.xxl.job.core.util.IpUtil getIpPort(int)}),
acc399f3bd87c8018636eb4ae88d8e51bbea0241,RENAME, RENAME	{Method start() at xxl-job-core/src/main/java/com/xxl/job/core/executor/impl/XxlJobSpringExecutor.java:21}	{Method afterPropertiesSet() at xxl-job-core/src/main/java/com/xxl/job/core/executor/impl/XxlJobSpringExecutor.java:24}) RENAME({com.xxl.job.core.executor.impl.XxlJobSpringExecutor start()}  {com.xxl.job.core.executor.impl.XxlJobSpringExecutor afterPropertiesSet()}),
e6c239eca0f0a4fcfb906549b726a5515aeab011,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method help(Model) at xxl-job-admin/src/main/java/com/xxl/job/controller/IndexController.java:71}	{Method help() at xxl-job-admin/src/main/java/com/xxl/job/controller/IndexController.java:71}) CHANGE_SIGNATURE({com.xxl.job.controller.IndexController help(Model)}  {com.xxl.job.controller.IndexController help()}),
97625a67851c4b9205f828d68f82e1446bb21540,MOVE, MOVE	{Class XxlJobScheduler at xxl-job-admin/src/main/java/com/xxl/job/admin/core/conf/XxlJobScheduler.java:33}	{Class XxlJobScheduler at xxl-job-admin/src/main/java/com/xxl/job/admin/core/scheduler/XxlJobScheduler.java:30}) MOVE({com.xxl.job.admin.core.conf.XxlJobScheduler}  {com.xxl.job.admin.core.scheduler.XxlJobScheduler}),
ae26cb0c5d9b177dec4a4293199a12e43d51eafb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method log(long  int) at xxl-job-core/src/main/java/com/xxl/job/core/biz/ExecutorBiz.java:24}	{Method log(long  int  int) at xxl-job-core/src/main/java/com/xxl/job/core/biz/ExecutorBiz.java:25}) CHANGE_SIGNATURE({com.xxl.job.core.biz.ExecutorBiz log(long  int)}  {com.xxl.job.core.biz.ExecutorBiz log(long  int  int)}),
ae26cb0c5d9b177dec4a4293199a12e43d51eafb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method log(long  int) at xxl-job-core/src/main/java/com/xxl/job/core/biz/impl/ExecutorBizImpl.java:44}	{Method log(long  int  int) at xxl-job-core/src/main/java/com/xxl/job/core/biz/impl/ExecutorBizImpl.java:45}) CHANGE_SIGNATURE({com.xxl.job.core.biz.impl.ExecutorBizImpl log(long  int)}  {com.xxl.job.core.biz.impl.ExecutorBizImpl log(long  int  int)}),
ae26cb0c5d9b177dec4a4293199a12e43d51eafb,RENAME, RENAME	{Method readLinesFrom(File  int) at xxl-job-core/src/main/java/com/xxl/job/core/log/XxlJobFileAppender.java:166}	{Method readLog(String  int) at xxl-job-core/src/main/java/com/xxl/job/core/log/XxlJobFileAppender.java:116}) RENAME({com.xxl.job.core.log.XxlJobFileAppender readLinesFrom(File  int)}  {com.xxl.job.core.log.XxlJobFileAppender readLog(String  int)}),
1b3ad6fbbeddaa07eb65bef448399469497d0959,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method loadNewInstance(int) at xxl-job-core/src/main/java/com/xxl/job/core/glue/GlueFactory.java:109}	{Method loadNewInstance(String) at xxl-job-core/src/main/java/com/xxl/job/core/glue/GlueFactory.java:97}) CHANGE_SIGNATURE({com.xxl.job.core.glue.GlueFactory loadNewInstance(int)}  {com.xxl.job.core.glue.GlueFactory loadNewInstance(String)}),
f3573c8643b02b61a108d7d803d3f1af958e7260,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method removeOld(int  String  int) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/IXxlJobLogGlueDao.java:17}	{Method removeOld(int  int) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/IXxlJobLogGlueDao.java:17}) CHANGE_SIGNATURE({com.xxl.job.admin.dao.IXxlJobLogGlueDao removeOld(int  String  int)}  {com.xxl.job.admin.dao.IXxlJobLogGlueDao removeOld(int  int)}),
f3573c8643b02b61a108d7d803d3f1af958e7260,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method index(Model  int  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobCodeController.java:30}	{Method index(Model  int) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobCodeController.java:29}) CHANGE_SIGNATURE({com.xxl.job.admin.controller.JobCodeController index(Model  int  String)}  {com.xxl.job.admin.controller.JobCodeController index(Model  int)}),
f3573c8643b02b61a108d7d803d3f1af958e7260,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method reschedule(int  String  String  String  String  String  String  String  int  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/impl/XxlJobServiceImpl.java:147}	{Method reschedule(XxlJobInfo) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/impl/XxlJobServiceImpl.java:150}) CHANGE_SIGNATURE({com.xxl.job.admin.service.impl.XxlJobServiceImpl reschedule(int  String  String  String  String  String  String  String  int  String)}  {com.xxl.job.admin.service.impl.XxlJobServiceImpl reschedule(XxlJobInfo)}),
f3573c8643b02b61a108d7d803d3f1af958e7260,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method removeOld(int  String  int) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/impl/XxlJobLogGlueDaoImpl.java:35}	{Method removeOld(int  int) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/impl/XxlJobLogGlueDaoImpl.java:32}) CHANGE_SIGNATURE({com.xxl.job.admin.dao.impl.XxlJobLogGlueDaoImpl removeOld(int  String  int)}  {com.xxl.job.admin.dao.impl.XxlJobLogGlueDaoImpl removeOld(int  int)}),
f3573c8643b02b61a108d7d803d3f1af958e7260,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method add(int  String  String  String  String  String  String  int  String  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/impl/XxlJobServiceImpl.java:66}	{Method add(XxlJobInfo) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/impl/XxlJobServiceImpl.java:67}) CHANGE_SIGNATURE({com.xxl.job.admin.service.impl.XxlJobServiceImpl add(int  String  String  String  String  String  String  int  String  String  String)}  {com.xxl.job.admin.service.impl.XxlJobServiceImpl add(XxlJobInfo)}),
f3573c8643b02b61a108d7d803d3f1af958e7260,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method save(Model  int  String  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobCodeController.java:39}	{Method save(Model  int  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobCodeController.java:38}) CHANGE_SIGNATURE({com.xxl.job.admin.controller.JobCodeController save(Model  int  String  String  String)}  {com.xxl.job.admin.controller.JobCodeController save(Model  int  String  String)}),
3957ef2ff70a31e692ffe568b36b311ea5ff48fa,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method isPortUsed(int  String) at xxl-job-core/src/main/java/com/xxl/job/core/util/NetUtil.java:57}	{Method isPortUsed(int) at xxl-job-core/src/main/java/com/xxl/job/core/util/NetUtil.java:43}) CHANGE_SIGNATURE({com.xxl.job.core.util.NetUtil isPortUsed(int  String)}  {com.xxl.job.core.util.NetUtil isPortUsed(int)}),
3957ef2ff70a31e692ffe568b36b311ea5ff48fa,INLINE, INLINE	{Method findAvailablePort(int  String) at xxl-job-core/src/main/java/com/xxl/job/core/util/NetUtil.java:19}	{Method findAvailablePort(int) at xxl-job-core/src/main/java/com/xxl/job/core/util/NetUtil.java:17}) INLINE({com.xxl.job.core.util.NetUtil findAvailablePort(int  String)}  {com.xxl.job.core.util.NetUtil findAvailablePort(int)}),
5c16e16d96abda0d47db664a6d3548edea6eaa89,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method failoverTrigger(String  RequestModel  XxlJobLog) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/jobbean/RemoteHttpJobBean.java:79}	{Method failoverTrigger(List  RequestModel  XxlJobLog) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/jobbean/RemoteHttpJobBean.java:95}) CHANGE_SIGNATURE({com.xxl.job.admin.core.jobbean.RemoteHttpJobBean failoverTrigger(String  RequestModel  XxlJobLog)}  {com.xxl.job.admin.core.jobbean.RemoteHttpJobBean failoverTrigger(List  RequestModel  XxlJobLog)}),
3138d48afa7a6857cb3a94345e309d0b518c9a5b,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(IJobHandler) at xxl-job-core/src/main/java/com/xxl/job/core/thread/JobThread.java:37}	{Method new(int  IJobHandler) at xxl-job-core/src/main/java/com/xxl/job/core/thread/JobThread.java:40}) CHANGE_SIGNATURE({com.xxl.job.core.thread.JobThread new(IJobHandler)}  {com.xxl.job.core.thread.JobThread new(int  IJobHandler)}),
53fd312d370baa4f16ed9ec97e6da8f1cff1ad3b,EXTRACT_MOVE, EXTRACT_MOVE	{Method executeInternal(JobExecutionContext) at xxl-job-admin/src/main/java/com/xxl/job/service/job/RemoteHttpJobBean.java:34}	{Method getMsg() at xxl-job-client/src/main/java/com/xxl/job/client/util/HttpUtil.java:46}) EXTRACT_MOVE({com.xxl.job.service.job.RemoteHttpJobBean executeInternal(JobExecutionContext)}  {com.xxl.job.client.util.HttpUtil RemoteCallBack getMsg()}),
53fd312d370baa4f16ed9ec97e6da8f1cff1ad3b,EXTRACT_MOVE, EXTRACT_MOVE	{Method executeInternal(JobExecutionContext) at xxl-job-admin/src/main/java/com/xxl/job/service/job/RemoteHttpJobBean.java:34}	{Method getStatus() at xxl-job-client/src/main/java/com/xxl/job/client/util/HttpUtil.java:40}) EXTRACT_MOVE({com.xxl.job.service.job.RemoteHttpJobBean executeInternal(JobExecutionContext)}  {com.xxl.job.client.util.HttpUtil RemoteCallBack getStatus()}),
7e3508876498516f3117bcf660a175c614135a45,INLINE, INLINE	{Method beatExecutor(String) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/jobbean/RemoteHttpJobBean.java:165}	{Method doTrigger(TriggerParam  XxlJobInfo  XxlJobLog) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/jobbean/RemoteHttpJobBean.java:94}) INLINE({com.xxl.job.admin.core.jobbean.RemoteHttpJobBean beatExecutor(String)}  {com.xxl.job.admin.core.jobbean.RemoteHttpJobBean doTrigger(TriggerParam  XxlJobInfo  XxlJobLog)}),
177ab8d21e2d2d2dedf81d986061b5d9478ad5c9,EXTRACT, EXTRACT	{Method executeInternal(JobExecutionContext) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/jobbean/RemoteHttpJobBean.java:34}	{Method findCallbackAddressList() at xxl-job-admin/src/main/java/com/xxl/job/admin/core/jobbean/RemoteHttpJobBean.java:198}) EXTRACT({com.xxl.job.admin.core.jobbean.RemoteHttpJobBean executeInternal(JobExecutionContext)}  {com.xxl.job.admin.core.jobbean.RemoteHttpJobBean findCallbackAddressList()}),
aeee9f113739be49430ae32d67edca4236a519c0,RENAME, RENAME	{Class HttpJobBean at xxl-job-admin/src/main/java/com/xxl/job/service/job/HttpJobBean.java:24}	{Class RemoteHttpJobBean at xxl-job-admin/src/main/java/com/xxl/job/service/job/RemoteHttpJobBean.java:24}) RENAME({com.xxl.job.service.job.HttpJobBean}  {com.xxl.job.service.job.RemoteHttpJobBean}),
8a8d7a5caf0a65a384b296aaeda2d12d039d731d,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method add(String  String  String  String  String  String  String  String  String  int  int  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/IXxlJobService.java:16}	{Method add(String  String  String  String  String  String  String  String  int  int  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/IXxlJobService.java:16}) CHANGE_SIGNATURE({com.xxl.job.admin.service.IXxlJobService add(String  String  String  String  String  String  String  String  String  int  int  String  String)}  {com.xxl.job.admin.service.IXxlJobService add(String  String  String  String  String  String  String  String  int  int  String  String)}),
8a8d7a5caf0a65a384b296aaeda2d12d039d731d,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method add(String  String  String  String  String  String  String  String  String  int  int  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/impl/XxlJobServiceImpl.java:60}	{Method add(String  String  String  String  String  String  String  String  int  int  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/impl/XxlJobServiceImpl.java:61}) CHANGE_SIGNATURE({com.xxl.job.admin.service.impl.XxlJobServiceImpl add(String  String  String  String  String  String  String  String  String  int  int  String  String)}  {com.xxl.job.admin.service.impl.XxlJobServiceImpl add(String  String  String  String  String  String  String  String  int  int  String  String)}),
