Hash,Refatoração,Descrição
bc10186af0bb4037db7baf3ec55da03df8d6d65b,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method buildSources(File  boolean  boolean) at apktool-lib/src/main/java/brut/androlib/Androlib.java:198}	{Method buildSources(File  HashMap) at apktool-lib/src/main/java/brut/androlib/Androlib.java:199}) CHANGE_SIGNATURE({brut.androlib.Androlib buildSources(File  boolean  boolean)}  {brut.androlib.Androlib buildSources(File  HashMap)}),
bc10186af0bb4037db7baf3ec55da03df8d6d65b,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method build(ExtFile  File  boolean) at apktool-lib/src/main/java/brut/androlib/src/SmaliBuilder.java:33}	{Method build(ExtFile  File  HashMap) at apktool-lib/src/main/java/brut/androlib/src/SmaliBuilder.java:34}) CHANGE_SIGNATURE({brut.androlib.src.SmaliBuilder build(ExtFile  File  boolean)}  {brut.androlib.src.SmaliBuilder build(ExtFile  File  HashMap)}),
bc10186af0bb4037db7baf3ec55da03df8d6d65b,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method buildResourcesRaw(ExtFile  boolean) at apktool-lib/src/main/java/brut/androlib/Androlib.java:278}	{Method buildResourcesRaw(ExtFile  HashMap) at apktool-lib/src/main/java/brut/androlib/Androlib.java:277}) CHANGE_SIGNATURE({brut.androlib.Androlib buildResourcesRaw(ExtFile  boolean)}  {brut.androlib.Androlib buildResourcesRaw(ExtFile  HashMap)}),
bc10186af0bb4037db7baf3ec55da03df8d6d65b,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method aaptPackage(File  File  File  File  File  File[]  boolean  boolean  boolean) at apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:194}	{Method aaptPackage(File  File  File  File  File  File[]  HashMap) at apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:194}) CHANGE_SIGNATURE({brut.androlib.res.AndrolibResources aaptPackage(File  File  File  File  File  File[]  boolean  boolean  boolean)}  {brut.androlib.res.AndrolibResources aaptPackage(File  File  File  File  File  File[]  HashMap)}),
b05f19b80d45dad936d0d4df1a169b4a37cbcf40,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method aapt2Package(File  File  File  File  File  File[]  List) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:343}	{Method aapt2Package(File  File  File  File  File  File[]  List  boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:343}) CHANGE_SIGNATURE({brut.androlib.res.AndrolibResources aapt2Package(File  File  File  File  File  File[]  List)}  {brut.androlib.res.AndrolibResources aapt2Package(File  File  File  File  File  File[]  List  boolean)}),
60f32f7365b2cf67b9e72e51cb160b2ed62356d2,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method find9patchChunk(DataInput) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/Res9patchStreamDecoder.java:77}	{Method find9patchChunk(DataInput  int) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/Res9patchStreamDecoder.java:114}) CHANGE_SIGNATURE({brut.androlib.res.decoder.Res9patchStreamDecoder find9patchChunk(DataInput)}  {brut.androlib.res.decoder.Res9patchStreamDecoder find9patchChunk(DataInput  int)}),
e407fe839b49551fb06d03fe478f1496018ae24f,EXTRACT, EXTRACT	{Method buildLib(File) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:519}	{Method buildLibrary(File  String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:528}) EXTRACT({brut.androlib.Androlib buildLib(File)}  {brut.androlib.Androlib buildLibrary(File  String)}),
daa1e1d7538eb20843d9f7046924bdc25e48ebe5,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method usage(CommandLine) at brut.apktool/apktool-cli/src/main/java/brut/apktool/Main.java:429}	{Method usage() at brut.apktool/apktool-cli/src/main/java/brut/apktool/Main.java:443}) CHANGE_SIGNATURE({brut.apktool.Main usage(CommandLine)}  {brut.apktool.Main usage()}),
292e49de0a0195157702c283be8cf387397ae9f2,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method loadDexFile(File  Opcodes) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/DexFileFactory.java:57}	{Method loadDexFile(File  String  Opcodes) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/DexFileFactory.java:62}) CHANGE_SIGNATURE({org.jf.dexlib2.DexFileFactory loadDexFile(File  Opcodes)}  {org.jf.dexlib2.DexFileFactory loadDexFile(File  String  Opcodes)}),
60c806f2e2efeab1761dd427dd2e40d7eb6ba2f9,MOVE, MOVE	{Method assembleSmaliFile(InputStream  String  DexFile  boolean  boolean  boolean) at apktool-lib/src/main/java/brut/androlib/mod/SmaliMod.java:31}	{Method assembleSmaliFile(File  DexFile  boolean  boolean  boolean  boolean  int) at brut.apktool.smali/smali/src/main/java/org/jf/smali/main.java:279}) MOVE({brut.androlib.mod.SmaliMod assembleSmaliFile(InputStream  String  DexFile  boolean  boolean  boolean)}  {org.jf.smali.main assembleSmaliFile(File  DexFile  boolean  boolean  boolean  boolean  int)}),
60c806f2e2efeab1761dd427dd2e40d7eb6ba2f9,MOVE_RENAME, MOVE_RENAME	{Class AndrolibException at apktool-lib/src/main/java/brut/androlib/AndrolibException.java:21}	{Class BrutException at brut.j.common/src/main/java/brut/common/BrutException.java:19}) MOVE_RENAME({brut.androlib.AndrolibException}  {brut.common.BrutException}),
58b7c273163290e7ccbe633446dc8f236dff5617,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method loadDexFile(String  int) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/DexFileFactory.java:47}	{Method loadDexFile(String  int  boolean) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/DexFileFactory.java:47}) CHANGE_SIGNATURE({org.jf.dexlib2.DexFileFactory loadDexFile(String  int)}  {org.jf.dexlib2.DexFileFactory loadDexFile(String  int  boolean)}),
58b7c273163290e7ccbe633446dc8f236dff5617,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method loadDexFile(File  int) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/DexFileFactory.java:52}	{Method loadDexFile(File  int  boolean) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/DexFileFactory.java:53}) CHANGE_SIGNATURE({org.jf.dexlib2.DexFileFactory loadDexFile(File  int)}  {org.jf.dexlib2.DexFileFactory loadDexFile(File  int  boolean)}),
58b7c273163290e7ccbe633446dc8f236dff5617,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method assembleSmaliFile(File  DexBuilder  boolean  boolean  boolean  int) at brut.apktool.smali/smali/src/main/java/org/jf/smali/main.java:254}	{Method assembleSmaliFile(File  DexBuilder  boolean  boolean  boolean  int  boolean) at brut.apktool.smali/smali/src/main/java/org/jf/smali/main.java:260}) CHANGE_SIGNATURE({org.jf.smali.main assembleSmaliFile(File  DexBuilder  boolean  boolean  boolean  int)}  {org.jf.smali.main assembleSmaliFile(File  DexBuilder  boolean  boolean  boolean  int  boolean)}),
58b7c273163290e7ccbe633446dc8f236dff5617,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(int) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/Opcodes.java:43}	{Method new(int  boolean) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/Opcodes.java:43}) CHANGE_SIGNATURE({org.jf.dexlib2.Opcodes new(int)}  {org.jf.dexlib2.Opcodes new(int  boolean)}),
58b7c273163290e7ccbe633446dc8f236dff5617,EXTRACT, EXTRACT	{Method compileSmali(String) at brut.apktool.smali/smali/src/main/java/org/jf/smali/SmaliTestUtils.java:51}	{Method compileSmali(String  int  boolean) at brut.apktool.smali/smali/src/main/java/org/jf/smali/SmaliTestUtils.java:56}) EXTRACT({org.jf.smali.SmaliTestUtils compileSmali(String)}  {org.jf.smali.SmaliTestUtils compileSmali(String  int  boolean)}),
58b7c273163290e7ccbe633446dc8f236dff5617,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method dump(DexBackedDexFile  String  int) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/dump.java:43}	{Method dump(DexBackedDexFile  String  int  boolean) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/dump.java:43}) CHANGE_SIGNATURE({org.jf.baksmali.dump dump(DexBackedDexFile  String  int)}  {org.jf.baksmali.dump dump(DexBackedDexFile  String  int  boolean)}),
58b7c273163290e7ccbe633446dc8f236dff5617,EXTRACT, EXTRACT	{Method fromClassPath(Iterable  Iterable  DexFile  int  boolean) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/analysis/ClassPath.java:177}	{Method fromClassPath(Iterable  Iterable  DexFile  int  boolean  boolean) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/analysis/ClassPath.java:177}) EXTRACT({org.jf.dexlib2.analysis.ClassPath fromClassPath(Iterable  Iterable  DexFile  int  boolean)}  {org.jf.dexlib2.analysis.ClassPath fromClassPath(Iterable  Iterable  DexFile  int  boolean  boolean)}),
58b7c273163290e7ccbe633446dc8f236dff5617,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method loadClassPathEntry(Iterable  String  int) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/analysis/ClassPath.java:193}	{Method loadClassPathEntry(Iterable  String  int  boolean) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/analysis/ClassPath.java:193}) CHANGE_SIGNATURE({org.jf.dexlib2.analysis.ClassPath loadClassPathEntry(Iterable  String  int)}  {org.jf.dexlib2.analysis.ClassPath loadClassPathEntry(Iterable  String  int  boolean)}),
58b7c273163290e7ccbe633446dc8f236dff5617,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method getDefaultBootClassPathForApi(int) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/main.java:500}	{Method getDefaultBootClassPathForApi(int  boolean) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/main.java:511}) CHANGE_SIGNATURE({org.jf.baksmali.main getDefaultBootClassPathForApi(int)}  {org.jf.baksmali.main getDefaultBootClassPathForApi(int  boolean)}),
58b7c273163290e7ccbe633446dc8f236dff5617,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method loadDexFile(File  String  int) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/DexFileFactory.java:57}	{Method loadDexFile(File  String  int  boolean) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/DexFileFactory.java:59}) CHANGE_SIGNATURE({org.jf.dexlib2.DexFileFactory loadDexFile(File  String  int)}  {org.jf.dexlib2.DexFileFactory loadDexFile(File  String  int  boolean)}),
eabb7d819b9a13f256153a174b8dd05e21c619f1,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(String  ResTable  ResPackage) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/ResTypeSpec.java:33}	{Method new(String  ResTable  ResPackage  byte  int) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/ResTypeSpec.java:36}) CHANGE_SIGNATURE({brut.androlib.res.data.ResTypeSpec new(String  ResTable  ResPackage)}  {brut.androlib.res.data.ResTypeSpec new(String  ResTable  ResPackage  byte  int)}),
eabb7d819b9a13f256153a174b8dd05e21c619f1,EXTRACT, EXTRACT	{Method readTableTypeSpec() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:140}	{Method readSingleTableTypeSpec() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:163}) EXTRACT({brut.androlib.res.decoder.ARSCDecoder readTableTypeSpec()}  {brut.androlib.res.decoder.ARSCDecoder readSingleTableTypeSpec()}),
9e7ccc5112fcb997ce441966ffa7f9d5ec840e74,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method disassembleDexFile(String  DexFile  boolean  String  String[]  String  String  boolean  boolean  boolean  boolean  boolean  boolean  int  boolean  boolean  String) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/baksmali.java:60}	{Method disassembleDexFile(String  DexFile  boolean  String  String[]  String  String  boolean  boolean  boolean  boolean  boolean  boolean  int  boolean  boolean  String  boolean) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/baksmali.java:60}) CHANGE_SIGNATURE({org.jf.baksmali.baksmali disassembleDexFile(String  DexFile  boolean  String  String[]  String  String  boolean  boolean  boolean  boolean  boolean  boolean  int  boolean  boolean  String)}  {org.jf.baksmali.baksmali disassembleDexFile(String  DexFile  boolean  String  String[]  String  String  boolean  boolean  boolean  boolean  boolean  boolean  int  boolean  boolean  String  boolean)}),
9e7ccc5112fcb997ce441966ffa7f9d5ec840e74,INLINE, INLINE	{Method getAccessedMemberType() at brut.apktool.smali/dexlib/src/main/java/org/jf/dexlib/Code/Analysis/SyntheticAccessorResolver.java:130}	{Method writeTo(IndentingWriter) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/Adaptors/SyntheticAccessCommentMethodItem.java:50}) INLINE({org.jf.dexlib.Code.Analysis.SyntheticAccessorResolver AccessedMember getAccessedMemberType()}  {org.jf.baksmali.Adaptors.SyntheticAccessCommentMethodItem writeTo(IndentingWriter)}),
9e7ccc5112fcb997ce441966ffa7f9d5ec840e74,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method updateMapsForApiLevel(int) at brut.apktool.smali/dexlib/src/main/java/org/jf/dexlib/Code/Opcode.java:370}	{Method updateMapsForApiLevel(int  boolean) at brut.apktool.smali/dexlib/src/main/java/org/jf/dexlib/Code/Opcode.java:424}) CHANGE_SIGNATURE({org.jf.dexlib.Code.Opcode updateMapsForApiLevel(int)}  {org.jf.dexlib.Code.Opcode updateMapsForApiLevel(int  boolean)}),
9e7ccc5112fcb997ce441966ffa7f9d5ec840e74,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method initClassPath(String[]  String[]  String[]  String  DexFile) at brut.apktool.smali/dexlib/src/main/java/org/jf/dexlib/Code/Analysis/ClassPath.java:131}	{Method initClassPath(String[]  String[]  String[]  String  DexFile  boolean) at brut.apktool.smali/dexlib/src/main/java/org/jf/dexlib/Code/Analysis/ClassPath.java:141}) CHANGE_SIGNATURE({org.jf.dexlib.Code.Analysis.ClassPath initClassPath(String[]  String[]  String[]  String  DexFile)}  {org.jf.dexlib.Code.Analysis.ClassPath initClassPath(String[]  String[]  String[]  String  DexFile  boolean)}),
9e7ccc5112fcb997ce441966ffa7f9d5ec840e74,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method InitializeClassPathFromOdex(String[]  String[]  String  DexFile) at brut.apktool.smali/dexlib/src/main/java/org/jf/dexlib/Code/Analysis/ClassPath.java:59}	{Method InitializeClassPathFromOdex(String[]  String[]  String  DexFile  boolean) at brut.apktool.smali/dexlib/src/main/java/org/jf/dexlib/Code/Analysis/ClassPath.java:66}) CHANGE_SIGNATURE({org.jf.dexlib.Code.Analysis.ClassPath InitializeClassPathFromOdex(String[]  String[]  String  DexFile)}  {org.jf.dexlib.Code.Analysis.ClassPath InitializeClassPathFromOdex(String[]  String[]  String  DexFile  boolean)}),
9e7ccc5112fcb997ce441966ffa7f9d5ec840e74,INLINE, INLINE	{Method getAccessedMember() at brut.apktool.smali/dexlib/src/main/java/org/jf/dexlib/Code/Analysis/SyntheticAccessorResolver.java:134}	{Method writeTo(IndentingWriter) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/Adaptors/SyntheticAccessCommentMethodItem.java:50}) INLINE({org.jf.dexlib.Code.Analysis.SyntheticAccessorResolver AccessedMember getAccessedMember()}  {org.jf.baksmali.Adaptors.SyntheticAccessCommentMethodItem writeTo(IndentingWriter)}),
9e7ccc5112fcb997ce441966ffa7f9d5ec840e74,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method InitializeClassPath(String[]  String[]  String[]  String  DexFile) at brut.apktool.smali/dexlib/src/main/java/org/jf/dexlib/Code/Analysis/ClassPath.java:108}	{Method InitializeClassPath(String[]  String[]  String[]  String  DexFile  boolean) at brut.apktool.smali/dexlib/src/main/java/org/jf/dexlib/Code/Analysis/ClassPath.java:117}) CHANGE_SIGNATURE({org.jf.dexlib.Code.Analysis.ClassPath InitializeClassPath(String[]  String[]  String[]  String  DexFile)}  {org.jf.dexlib.Code.Analysis.ClassPath InitializeClassPath(String[]  String[]  String[]  String  DexFile  boolean)}),
fb7fbf0805ced74834c3dd42eb12790d2d12e935,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(File  File  boolean  String  boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/src/SmaliDecoder.java:47}	{Method new(File  File  boolean  String  boolean  int) at brut.apktool/apktool-lib/src/main/java/brut/androlib/src/SmaliDecoder.java:47}) CHANGE_SIGNATURE({brut.androlib.src.SmaliDecoder new(File  File  boolean  String  boolean)}  {brut.androlib.src.SmaliDecoder new(File  File  boolean  String  boolean  int)}),
fb7fbf0805ced74834c3dd42eb12790d2d12e935,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method decodeSourcesSmali(File  File  boolean  String  boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:68}	{Method decodeSourcesSmali(File  File  boolean  String  boolean  int) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:68}) CHANGE_SIGNATURE({brut.androlib.Androlib decodeSourcesSmali(File  File  boolean  String  boolean)}  {brut.androlib.Androlib decodeSourcesSmali(File  File  boolean  String  boolean  int)}),
fb7fbf0805ced74834c3dd42eb12790d2d12e935,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method decode(File  File  boolean  String  boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/src/SmaliDecoder.java:42}	{Method decode(File  File  boolean  String  boolean  int) at brut.apktool/apktool-lib/src/main/java/brut/androlib/src/SmaliDecoder.java:42}) CHANGE_SIGNATURE({brut.androlib.src.SmaliDecoder decode(File  File  boolean  String  boolean)}  {brut.androlib.src.SmaliDecoder decode(File  File  boolean  String  boolean  int)}),
da2b3d83139fbe526506ebe5c3a7b6209b36ba8b,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method decodeArsc(ResTable  File  boolean) at src/brut/androlib/res/AndrolibResources.java:209}	{Method decodeArsc(ResTable  ExtFile  boolean) at src/brut/androlib/res/AndrolibResources.java:210}) CHANGE_SIGNATURE({brut.androlib.res.AndrolibResources decodeArsc(ResTable  File  boolean)}  {brut.androlib.res.AndrolibResources decodeArsc(ResTable  ExtFile  boolean)}),
da2b3d83139fbe526506ebe5c3a7b6209b36ba8b,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method getResTable(File) at src/brut/androlib/res/AndrolibResources.java:37}	{Method getResTable(ExtFile) at src/brut/androlib/res/AndrolibResources.java:38}) CHANGE_SIGNATURE({brut.androlib.res.AndrolibResources getResTable(File)}  {brut.androlib.res.AndrolibResources getResTable(ExtFile)}),
13e356f2efd635e27fe807022c41e6ee77694de8,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method bagFactory(int  Duo[]) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/value/ResValueFactory.java:86}	{Method bagFactory(int  Duo[]  ResTypeSpec) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/value/ResValueFactory.java:87}) CHANGE_SIGNATURE({brut.androlib.res.data.value.ResValueFactory bagFactory(int  Duo[])}  {brut.androlib.res.data.value.ResValueFactory bagFactory(int  Duo[]  ResTypeSpec)}),
db35f54af6bec48dea867f52b00b7c8254c47a8e,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(ExtFile  File) at brut.apktool/apktool-lib/src/main/java/brut/androlib/src/SmaliBuilder.java:41}	{Method new(ExtFile  File  int) at brut.apktool/apktool-lib/src/main/java/brut/androlib/src/SmaliBuilder.java:45}) CHANGE_SIGNATURE({brut.androlib.src.SmaliBuilder new(ExtFile  File)}  {brut.androlib.src.SmaliBuilder new(ExtFile  File  int)}),
5a4ffe6ca0560be724a43d540d029726b9b2444c,RENAME, RENAME	{Method checkIfAaptPresent() at brut.apktool/apktool-lib/src/test/java/brut/androlib/BuildAndDecodeTest.java:131}	{Method isAaptPresent() at brut.apktool/apktool-lib/src/test/java/brut/androlib/BuildAndDecodeTest.java:136}) RENAME({brut.androlib.BuildAndDecodeTest checkIfAaptPresent()}  {brut.androlib.BuildAndDecodeTest isAaptPresent()}),
bc7394080d0a5d827f03a95d7c6fcd3bf1bfb5b0,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(short  short  char[]  char[]  byte  byte  int  byte  byte  byte  short  short  short  byte  byte  short  short  short  char[]  char[]  byte  byte  char[]  boolean  int) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/ResConfigFlags.java:91}	{Method new(short  short  char[]  char[]  byte  byte  int  byte  byte  byte  byte  short  short  short  byte  byte  short  short  short  char[]  char[]  byte  byte  char[]  boolean  int) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/ResConfigFlags.java:93}) CHANGE_SIGNATURE({brut.androlib.res.data.ResConfigFlags new(short  short  char[]  char[]  byte  byte  int  byte  byte  byte  short  short  short  byte  byte  short  short  short  char[]  char[]  byte  byte  char[]  boolean  int)}  {brut.androlib.res.data.ResConfigFlags new(short  short  char[]  char[]  byte  byte  int  byte  byte  byte  byte  short  short  short  byte  byte  short  short  short  char[]  char[]  byte  byte  char[]  boolean  int)}),
