Hash,Refatoração,Descrição
aeeda4202797a83d950db4c1a31656f60738648f,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method buildContext(String) at rm-datasource/src/main/java/io/seata/rm/datasource/undo/AbstractUndoLogManager.java:182}	{Method buildContext(String  CompressorType) at rm-datasource/src/main/java/io/seata/rm/datasource/undo/AbstractUndoLogManager.java:197}) CHANGE_SIGNATURE({io.seata.rm.datasource.undo.AbstractUndoLogManager buildContext(String)}  {io.seata.rm.datasource.undo.AbstractUndoLogManager buildContext(String  CompressorType)}),
41ad489bbca8603b8cbf0550c519e8f906fe927b,INTERNAL_MOVE_RENAME, INTERNAL_MOVE_RENAME	{Method process() at config/seata-config-consul/src/main/java/io/seata/config/consul/ConsulConfiguration.java:252}	{Method onChangeEvent(ConfigurationChangeEvent) at config/seata-config-consul/src/main/java/io/seata/config/consul/ConsulConfiguration.java:229}) INTERNAL_MOVE_RENAME({io.seata.config.consul.ConsulConfiguration ConfigChangeNotifier process()}  {io.seata.config.consul.ConsulConfiguration ConsulListener onChangeEvent(ConfigurationChangeEvent)}),
41ad489bbca8603b8cbf0550c519e8f906fe927b,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method removeConfigListener(String  T) at config/seata-config-core/src/main/java/io/seata/config/Configuration.java:264}	{Method removeConfigListener(String  ConfigurationChangeListener) at config/seata-config-core/src/main/java/io/seata/config/Configuration.java:263}) CHANGE_SIGNATURE({io.seata.config.Configuration removeConfigListener(String  T)}  {io.seata.config.Configuration removeConfigListener(String  ConfigurationChangeListener)}),
41ad489bbca8603b8cbf0550c519e8f906fe927b,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method addConfigListener(String  T) at config/seata-config-core/src/main/java/io/seata/config/Configuration.java:256}	{Method addConfigListener(String  ConfigurationChangeListener) at config/seata-config-core/src/main/java/io/seata/config/Configuration.java:255}) CHANGE_SIGNATURE({io.seata.config.Configuration addConfigListener(String  T)}  {io.seata.config.Configuration addConfigListener(String  ConfigurationChangeListener)}),
41ad489bbca8603b8cbf0550c519e8f906fe927b,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method removeConfigListener(String  ConfigChangeListener) at config/seata-config-spring-cloud/src/main/java/io/seata/config/springcloud/SpringCloudConfiguration.java:79}	{Method removeConfigListener(String  ConfigurationChangeListener) at config/seata-config-spring-cloud/src/main/java/io/seata/config/springcloud/SpringCloudConfiguration.java:79}) CHANGE_SIGNATURE({io.seata.config.springcloud.SpringCloudConfiguration removeConfigListener(String  ConfigChangeListener)}  {io.seata.config.springcloud.SpringCloudConfiguration removeConfigListener(String  ConfigurationChangeListener)}),
41ad489bbca8603b8cbf0550c519e8f906fe927b,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method removeConfigListener(String  ConfigChangeListener) at config/seata-config-apollo/src/main/java/io/seata/config/apollo/ApolloConfiguration.java:141}	{Method removeConfigListener(String  ConfigurationChangeListener) at config/seata-config-apollo/src/main/java/io/seata/config/apollo/ApolloConfiguration.java:146}) CHANGE_SIGNATURE({io.seata.config.apollo.ApolloConfiguration removeConfigListener(String  ConfigChangeListener)}  {io.seata.config.apollo.ApolloConfiguration removeConfigListener(String  ConfigurationChangeListener)}),
41ad489bbca8603b8cbf0550c519e8f906fe927b,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method addConfigListener(String  ConfigChangeListener) at config/seata-config-custom/src/test/java/io/seata/config/CustomConfigurationForTest.java:60}	{Method addConfigListener(String  ConfigurationChangeListener) at config/seata-config-custom/src/test/java/io/seata/config/CustomConfigurationForTest.java:60}) CHANGE_SIGNATURE({io.seata.config.CustomConfigurationForTest addConfigListener(String  ConfigChangeListener)}  {io.seata.config.CustomConfigurationForTest addConfigListener(String  ConfigurationChangeListener)}),
53ffe6a493111bb42a6ccbb2cf66faea4f26257d,MOVE, MOVE	{Class AbstractRaftStateMachine at core/src/main/java/io/seata/core/raft/AbstractRaftStateMachine.java:21}	{Class AbstractRaftStateMachine at server/src/main/java/io/seata/server/raft/AbstractRaftStateMachine.java:21}) MOVE({io.seata.core.raft.AbstractRaftStateMachine}  {io.seata.server.raft.AbstractRaftStateMachine}),
53ffe6a493111bb42a6ccbb2cf66faea4f26257d,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method setRaftServer(AbstractRaftServer) at core/src/main/java/io/seata/core/raft/RaftServerFactory.java:132}	{Method setRaftServer(RaftServer) at server/src/main/java/io/seata/server/raft/RaftServerFactory.java:134}) CHANGE_SIGNATURE({io.seata.core.raft.RaftServerFactory setRaftServer(AbstractRaftServer)}  {io.seata.server.raft.RaftServerFactory setRaftServer(RaftServer)}),
53ffe6a493111bb42a6ccbb2cf66faea4f26257d,MOVE, MOVE	{Class RaftSyncMsg at core/src/main/java/io/seata/core/raft/msg/RaftSyncMsg.java:18}	{Class RaftSyncMsg at server/src/main/java/io/seata/server/raft/execute/RaftSyncMsg.java:18}) MOVE({io.seata.core.raft.msg.RaftSyncMsg}  {io.seata.server.raft.execute.RaftSyncMsg}),
53ffe6a493111bb42a6ccbb2cf66faea4f26257d,MOVE, MOVE	{Class RaftServerFactory at core/src/main/java/io/seata/core/raft/RaftServerFactory.java:51}	{Class RaftServerFactory at server/src/main/java/io/seata/server/raft/RaftServerFactory.java:50}) MOVE({io.seata.core.raft.RaftServerFactory}  {io.seata.server.raft.RaftServerFactory}),
53ffe6a493111bb42a6ccbb2cf66faea4f26257d,RENAME, RENAME	{Class RaftServerImpl at server/src/main/java/io/seata/server/raft/RaftServerImpl.java:52}	{Class RaftServer at server/src/main/java/io/seata/server/raft/RaftServer.java:46}) RENAME({io.seata.server.raft.RaftServerImpl}  {io.seata.server.raft.RaftServer}),
c0150b1018d443b18da05536456c113e3e0c691e,EXTRACT, EXTRACT	{Method getTableMeta(DataSourceProxy  String) at rm-datasource/src/main/java/io/seata/rm/datasource/sql/struct/TableMetaCache.java:57}	{Method getCacheKey(DataSourceProxy  String) at rm-datasource/src/main/java/io/seata/rm/datasource/sql/struct/TableMetaCache.java:297}) EXTRACT({io.seata.rm.datasource.sql.struct.TableMetaCache getTableMeta(DataSourceProxy  String)}  {io.seata.rm.datasource.sql.struct.TableMetaCache getCacheKey(DataSourceProxy  String)}),
675144b0d5535ff6940ec62a880147921eb09964,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(boolean  String[]) at spring/src/main/java/io/seata/spring/annotation/datasource/SeataAutoDataSourceProxyCreator.java:37}	{Method new(boolean  String[]  String) at spring/src/main/java/io/seata/spring/annotation/datasource/SeataAutoDataSourceProxyCreator.java:37}) CHANGE_SIGNATURE({io.seata.spring.annotation.datasource.SeataAutoDataSourceProxyCreator new(boolean  String[])}  {io.seata.spring.annotation.datasource.SeataAutoDataSourceProxyCreator new(boolean  String[]  String)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/MergedWarpMessageCodec.java:42}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/MergedWarpMessageCodec.java:41}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.MergedWarpMessageCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.MergedWarpMessageCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/MergeResultMessageCodec.java:38}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/MergeResultMessageCodec.java:39}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.MergeResultMessageCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.MergeResultMessageCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method doEncode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/RegisterRMRequestCodec.java:35}	{Method doEncode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/RegisterRMRequestCodec.java:35}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.RegisterRMRequestCodec doEncode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.RegisterRMRequestCodec doEncode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/GlobalLockQueryResponseCodec.java:34}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/GlobalLockQueryResponseCodec.java:35}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.transaction.GlobalLockQueryResponseCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.transaction.GlobalLockQueryResponseCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/AbstractResultMessageCodec.java:36}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/AbstractResultMessageCodec.java:36}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.AbstractResultMessageCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.AbstractResultMessageCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/AbstractBranchEndRequestCodec.java:35}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/AbstractBranchEndRequestCodec.java:36}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.transaction.AbstractBranchEndRequestCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.transaction.AbstractBranchEndRequestCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/BranchRegisterRequestCodec.java:35}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/BranchRegisterRequestCodec.java:36}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.transaction.BranchRegisterRequestCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.transaction.BranchRegisterRequestCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/AbstractTransactionResponseCodec.java:37}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/AbstractTransactionResponseCodec.java:37}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.transaction.AbstractTransactionResponseCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.transaction.AbstractTransactionResponseCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/AbstractGlobalEndRequestCodec.java:34}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/AbstractGlobalEndRequestCodec.java:35}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.transaction.AbstractGlobalEndRequestCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.transaction.AbstractGlobalEndRequestCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/BranchReportRequestCodec.java:36}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/BranchReportRequestCodec.java:37}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.transaction.BranchReportRequestCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.transaction.BranchReportRequestCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/MessageSeataCodec.java:35}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/MessageSeataCodec.java:37}) CHANGE_SIGNATURE({io.seata.codec.seata.MessageSeataCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.MessageSeataCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/BranchRegisterResponseCodec.java:36}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/BranchRegisterResponseCodec.java:36}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.transaction.BranchRegisterResponseCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.transaction.BranchRegisterResponseCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/UndoLogDeleteRequestCodec.java:35}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/UndoLogDeleteRequestCodec.java:36}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.transaction.UndoLogDeleteRequestCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.transaction.UndoLogDeleteRequestCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/AbstractBranchEndResponseCodec.java:39}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/AbstractBranchEndResponseCodec.java:36}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.transaction.AbstractBranchEndResponseCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.transaction.AbstractBranchEndResponseCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/GlobalBeginRequestCodec.java:34}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/GlobalBeginRequestCodec.java:35}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.transaction.GlobalBeginRequestCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.transaction.GlobalBeginRequestCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/AbstractGlobalEndResponseCodec.java:37}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/AbstractGlobalEndResponseCodec.java:36}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.transaction.AbstractGlobalEndResponseCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.transaction.AbstractGlobalEndResponseCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/GlobalBeginResponseCodec.java:34}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/transaction/GlobalBeginResponseCodec.java:35}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.transaction.GlobalBeginResponseCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.transaction.GlobalBeginResponseCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/AbstractIdentifyRequestCodec.java:89}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/AbstractIdentifyRequestCodec.java:89}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.AbstractIdentifyRequestCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.AbstractIdentifyRequestCodec encode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method doEncode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/AbstractIdentifyRequestCodec.java:33}	{Method doEncode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/AbstractIdentifyRequestCodec.java:33}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.AbstractIdentifyRequestCodec doEncode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.AbstractIdentifyRequestCodec doEncode(T  ByteBuf)}),
421e9ea23e5d958da3e7a2df9513f076990f1393,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method encode(T  ByteBuffer) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/AbstractIdentifyResponseCodec.java:34}	{Method encode(T  ByteBuf) at codec/seata-codec-seata/src/main/java/io/seata/codec/seata/protocol/AbstractIdentifyResponseCodec.java:35}) CHANGE_SIGNATURE({io.seata.codec.seata.protocol.AbstractIdentifyResponseCodec encode(T  ByteBuffer)}  {io.seata.codec.seata.protocol.AbstractIdentifyResponseCodec encode(T  ByteBuf)}),
2639ec80ce46d51af337737da993be81b28de580,RENAME, RENAME	{Class ServerApplicationRunListener at server/src/main/java/io/seata/server/ServerApplicationRunListener.java:34}	{Class ServerApplicationListener at server/src/main/java/io/seata/server/ServerApplicationListener.java:35}) RENAME({io.seata.server.ServerApplicationRunListener}  {io.seata.server.ServerApplicationListener}),
2639ec80ce46d51af337737da993be81b28de580,RENAME, RENAME	{Method environmentPrepared(ConfigurableEnvironment) at server/src/main/java/io/seata/server/ServerApplicationRunListener.java:48}	{Method onApplicationEvent(ApplicationEvent) at server/src/main/java/io/seata/server/ServerApplicationListener.java:46}) RENAME({io.seata.server.ServerApplicationRunListener environmentPrepared(ConfigurableEnvironment)}  {io.seata.server.ServerApplicationListener onApplicationEvent(ApplicationEvent)}),
ba94439df7551f373cdf6d702ac384c1754c82ec,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method getTableMeta(DruidDataSource  String) at rm-datasource/src/main/java/com/alibaba/fescar/rm/datasource/sql/struct/TableMetaCache.java:50}	{Method getTableMeta(String  String  DruidDataSource) at rm-datasource/src/main/java/com/alibaba/fescar/rm/datasource/sql/struct/TableMetaCache.java:59}) CHANGE_SIGNATURE({com.alibaba.fescar.rm.datasource.sql.struct.TableMetaCache getTableMeta(DruidDataSource  String)}  {com.alibaba.fescar.rm.datasource.sql.struct.TableMetaCache getTableMeta(String  String  DruidDataSource)}),
