Hash,Refatoração,Descrição
b42deb823b5b50091f733537e2e8718e4a4e4ee7,EXTRACT, EXTRACT	{Method sha256(String) at sa-token-core/src/main/java/cn/dev33/satoken/secure/SaSecureUtil.java:113}	{Method getShaHexString(String  MessageDigest) at sa-token-core/src/main/java/cn/dev33/satoken/secure/SaSecureUtil.java:150}) EXTRACT({cn.dev33.satoken.secure.SaSecureUtil sha256(String)}  {cn.dev33.satoken.secure.SaSecureUtil getShaHexString(String  MessageDigest)}),
167cff595e716c4f67c5e3a8ae2d80b3db786cda,RENAME, RENAME	{Method getLoginId_defaultNull() at sa-token-dev/src/main/java/cn/dev33/satoken/stp/StpUtil.java:106}	{Method getLoginIdDefaultNull() at sa-token-dev/src/main/java/cn/dev33/satoken/stp/StpUtil.java:109}) RENAME({cn.dev33.satoken.stp.StpUtil getLoginId_defaultNull()}  {cn.dev33.satoken.stp.StpUtil getLoginIdDefaultNull()}),
167cff595e716c4f67c5e3a8ae2d80b3db786cda,RENAME, RENAME	{Method getLoginId_defaultNull() at sa-token-dev/src/main/java/cn/dev33/satoken/stp/StpLogic.java:226}	{Method getLoginIdDefaultNull() at sa-token-dev/src/main/java/cn/dev33/satoken/stp/StpLogic.java:236}) RENAME({cn.dev33.satoken.stp.StpLogic getLoginId_defaultNull()}  {cn.dev33.satoken.stp.StpLogic getLoginIdDefaultNull()}),
167cff595e716c4f67c5e3a8ae2d80b3db786cda,RENAME, RENAME	{Method concatABC(String[]  int[]  long[]) at sa-token-dev/src/main/java/cn/dev33/satoken/annotation/SaCheckInterceptor.java:80}	{Method concatAbc(String[]  int[]  long[]) at sa-token-dev/src/main/java/cn/dev33/satoken/annotation/SaCheckInterceptor.java:84}) RENAME({cn.dev33.satoken.annotation.SaCheckInterceptor concatABC(String[]  int[]  long[])}  {cn.dev33.satoken.annotation.SaCheckInterceptor concatAbc(String[]  int[]  long[])}),
167cff595e716c4f67c5e3a8ae2d80b3db786cda,RENAME, RENAME	{Method getLoginId_asLong() at sa-token-dev/src/main/java/cn/dev33/satoken/stp/StpLogic.java:261}	{Method getLoginIdAsLong() at sa-token-dev/src/main/java/cn/dev33/satoken/stp/StpLogic.java:271}) RENAME({cn.dev33.satoken.stp.StpLogic getLoginId_asLong()}  {cn.dev33.satoken.stp.StpLogic getLoginIdAsLong()}),
167cff595e716c4f67c5e3a8ae2d80b3db786cda,RENAME, RENAME	{Method getLoginId_asInt() at sa-token-dev/src/main/java/cn/dev33/satoken/stp/StpLogic.java:249}	{Method getLoginIdAsInt() at sa-token-dev/src/main/java/cn/dev33/satoken/stp/StpLogic.java:259}) RENAME({cn.dev33.satoken.stp.StpLogic getLoginId_asInt()}  {cn.dev33.satoken.stp.StpLogic getLoginIdAsInt()}),
26393d17dc975706b0c259088e977893992d988c,RENAME, RENAME	{Method setSaSsoTemplate(SaBasicTemplate) at sa-token-starter/sa-token-spring-boot-starter/src/main/java/cn/dev33/satoken/spring/SaBeanInject.java:112}	{Method setSaBasicTemplate(SaBasicTemplate) at sa-token-starter/sa-token-spring-boot-starter/src/main/java/cn/dev33/satoken/spring/SaBeanInject.java:111}) RENAME({cn.dev33.satoken.spring.SaBeanInject setSaSsoTemplate(SaBasicTemplate)}  {cn.dev33.satoken.spring.SaBeanInject setSaBasicTemplate(SaBasicTemplate)}),
26393d17dc975706b0c259088e977893992d988c,RENAME, RENAME	{Method setSaSsoTemplate(SaBasicTemplate) at sa-token-starter/sa-token-reactor-spring-boot-starter/src/main/java/cn/dev33/satoken/reactor/spring/SaBeanInject.java:110}	{Method setSaBasicTemplate(SaBasicTemplate) at sa-token-starter/sa-token-reactor-spring-boot-starter/src/main/java/cn/dev33/satoken/reactor/spring/SaBeanInject.java:111}) RENAME({cn.dev33.satoken.reactor.spring.SaBeanInject setSaSsoTemplate(SaBasicTemplate)}  {cn.dev33.satoken.reactor.spring.SaBeanInject setSaBasicTemplate(SaBasicTemplate)}),
a2798b3105e9f150168c88a288d9d34816a8a7f2,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method doUntieDisable(String  Object) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenListenerForConsolePrint.java:57}	{Method doUntieDisable(String  Object  String) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenListenerForConsolePrint.java:57}) CHANGE_SIGNATURE({cn.dev33.satoken.listener.SaTokenListenerForConsolePrint doUntieDisable(String  Object)}  {cn.dev33.satoken.listener.SaTokenListenerForConsolePrint doUntieDisable(String  Object  String)}),
a2798b3105e9f150168c88a288d9d34816a8a7f2,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method doDisable(String  Object  long) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenEventCenter.java:175}	{Method doDisable(String  Object  String  long) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenEventCenter.java:175}) CHANGE_SIGNATURE({cn.dev33.satoken.listener.SaTokenEventCenter doDisable(String  Object  long)}  {cn.dev33.satoken.listener.SaTokenEventCenter doDisable(String  Object  String  long)}),
a2798b3105e9f150168c88a288d9d34816a8a7f2,RENAME, RENAME	{Class DisableLoginException at sa-token-core/src/main/java/cn/dev33/satoken/exception/DisableLoginException.java:3}	{Class DisableServiceException at sa-token-core/src/main/java/cn/dev33/satoken/exception/DisableServiceException.java:3}) RENAME({cn.dev33.satoken.exception.DisableLoginException}  {cn.dev33.satoken.exception.DisableServiceException}),
a2798b3105e9f150168c88a288d9d34816a8a7f2,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(String  Object  long) at sa-token-core/src/main/java/cn/dev33/satoken/exception/DisableLoginException.java:62}	{Method new(String  Object  String  long) at sa-token-core/src/main/java/cn/dev33/satoken/exception/DisableServiceException.java:76}) CHANGE_SIGNATURE({cn.dev33.satoken.exception.DisableLoginException new(String  Object  long)}  {cn.dev33.satoken.exception.DisableServiceException new(String  Object  String  long)}),
a2798b3105e9f150168c88a288d9d34816a8a7f2,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method doDisable(String  Object  long) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenListenerForSimple.java:35}	{Method doDisable(String  Object  String  long) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenListenerForSimple.java:35}) CHANGE_SIGNATURE({cn.dev33.satoken.listener.SaTokenListenerForSimple doDisable(String  Object  long)}  {cn.dev33.satoken.listener.SaTokenListenerForSimple doDisable(String  Object  String  long)}),
a2798b3105e9f150168c88a288d9d34816a8a7f2,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method splicingKeyDisable(Object) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1884}	{Method splicingKeyDisable(Object  String) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1958}) CHANGE_SIGNATURE({cn.dev33.satoken.stp.StpLogic splicingKeyDisable(Object)}  {cn.dev33.satoken.stp.StpLogic splicingKeyDisable(Object  String)}),
a2798b3105e9f150168c88a288d9d34816a8a7f2,EXTRACT, EXTRACT	{Method isDisable(Object) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1689}	{Method isDisable(Object  String) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1709}) EXTRACT({cn.dev33.satoken.stp.StpLogic isDisable(Object)}  {cn.dev33.satoken.stp.StpLogic isDisable(Object  String)}),
a2798b3105e9f150168c88a288d9d34816a8a7f2,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method checkByAnnotation(SaCheckEnable) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1659}	{Method checkByAnnotation(SaCheckDisable) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1656}) CHANGE_SIGNATURE({cn.dev33.satoken.stp.StpLogic checkByAnnotation(SaCheckEnable)}  {cn.dev33.satoken.stp.StpLogic checkByAnnotation(SaCheckDisable)}),
a2798b3105e9f150168c88a288d9d34816a8a7f2,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method doUntieDisable(String  Object) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenEventCenter.java:187}	{Method doUntieDisable(String  Object  String) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenEventCenter.java:188}) CHANGE_SIGNATURE({cn.dev33.satoken.listener.SaTokenEventCenter doUntieDisable(String  Object)}  {cn.dev33.satoken.listener.SaTokenEventCenter doUntieDisable(String  Object  String)}),
a2798b3105e9f150168c88a288d9d34816a8a7f2,EXTRACT, EXTRACT	{Method getDisableTime(Object) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1698}	{Method getDisableTime(Object  String) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1751}) EXTRACT({cn.dev33.satoken.stp.StpLogic getDisableTime(Object)}  {cn.dev33.satoken.stp.StpLogic getDisableTime(Object  String)}),
a2798b3105e9f150168c88a288d9d34816a8a7f2,EXTRACT, EXTRACT	{Method disable(Object  long) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1670}	{Method disable(Object  String  long) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1677}) EXTRACT({cn.dev33.satoken.stp.StpLogic disable(Object  long)}  {cn.dev33.satoken.stp.StpLogic disable(Object  String  long)}),
a2798b3105e9f150168c88a288d9d34816a8a7f2,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method doUntieDisable(String  Object) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenListener.java:54}	{Method doUntieDisable(String  Object  String) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenListener.java:55}) CHANGE_SIGNATURE({cn.dev33.satoken.listener.SaTokenListener doUntieDisable(String  Object)}  {cn.dev33.satoken.listener.SaTokenListener doUntieDisable(String  Object  String)}),
a2798b3105e9f150168c88a288d9d34816a8a7f2,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method doDisable(String  Object  long) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenListenerForConsolePrint.java:48}	{Method doDisable(String  Object  String  long) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenListenerForConsolePrint.java:48}) CHANGE_SIGNATURE({cn.dev33.satoken.listener.SaTokenListenerForConsolePrint doDisable(String  Object  long)}  {cn.dev33.satoken.listener.SaTokenListenerForConsolePrint doDisable(String  Object  String  long)}),
a2798b3105e9f150168c88a288d9d34816a8a7f2,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method doUntieDisable(String  Object) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenListenerForSimple.java:40}	{Method doUntieDisable(String  Object  String) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenListenerForSimple.java:40}) CHANGE_SIGNATURE({cn.dev33.satoken.listener.SaTokenListenerForSimple doUntieDisable(String  Object)}  {cn.dev33.satoken.listener.SaTokenListenerForSimple doUntieDisable(String  Object  String)}),
a2798b3105e9f150168c88a288d9d34816a8a7f2,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method doDisable(String  Object  long) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenListener.java:46}	{Method doDisable(String  Object  String  long) at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenListener.java:46}) CHANGE_SIGNATURE({cn.dev33.satoken.listener.SaTokenListener doDisable(String  Object  long)}  {cn.dev33.satoken.listener.SaTokenListener doDisable(String  Object  String  long)}),
0a7fb4dd5e7c9e5800568a6bf5801e85ddbeeb67,EXTRACT_MOVE, EXTRACT_MOVE	{Method getTimeout(String  String  String) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtUtil.java:217}	{Method getTimeout(String  String  String) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtTemplate.java:225}) EXTRACT_MOVE({cn.dev33.satoken.jwt.SaJwtUtil getTimeout(String  String  String)}  {cn.dev33.satoken.jwt.SaJwtTemplate getTimeout(String  String  String)}),
0a7fb4dd5e7c9e5800568a6bf5801e85ddbeeb67,EXTRACT_MOVE, EXTRACT_MOVE	{Method getPayloads(String  String  String) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtUtil.java:169}	{Method getPayloads(String  String  String) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtTemplate.java:177}) EXTRACT_MOVE({cn.dev33.satoken.jwt.SaJwtUtil getPayloads(String  String  String)}  {cn.dev33.satoken.jwt.SaJwtTemplate getPayloads(String  String  String)}),
0a7fb4dd5e7c9e5800568a6bf5801e85ddbeeb67,EXTRACT_MOVE, EXTRACT_MOVE	{Method createToken(String  Object  Map  String) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtUtil.java:58}	{Method createToken(String  Object  Map  String) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtTemplate.java:58}) EXTRACT_MOVE({cn.dev33.satoken.jwt.SaJwtUtil createToken(String  Object  Map  String)}  {cn.dev33.satoken.jwt.SaJwtTemplate createToken(String  Object  Map  String)}),
0a7fb4dd5e7c9e5800568a6bf5801e85ddbeeb67,EXTRACT_MOVE, EXTRACT_MOVE	{Method getLoginId(String  String  String) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtUtil.java:191}	{Method getLoginId(String  String  String) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtTemplate.java:199}) EXTRACT_MOVE({cn.dev33.satoken.jwt.SaJwtUtil getLoginId(String  String  String)}  {cn.dev33.satoken.jwt.SaJwtTemplate getLoginId(String  String  String)}),
0a7fb4dd5e7c9e5800568a6bf5801e85ddbeeb67,EXTRACT_MOVE, EXTRACT_MOVE	{Method parseToken(String  String  String  boolean) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtUtil.java:115}	{Method parseToken(String  String  String  boolean) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtTemplate.java:123}) EXTRACT_MOVE({cn.dev33.satoken.jwt.SaJwtUtil parseToken(String  String  String  boolean)}  {cn.dev33.satoken.jwt.SaJwtTemplate parseToken(String  String  String  boolean)}),
0a7fb4dd5e7c9e5800568a6bf5801e85ddbeeb67,EXTRACT_MOVE, EXTRACT_MOVE	{Method getPayloadsNotCheck(String  String  String) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtUtil.java:180}	{Method getPayloadsNotCheck(String  String  String) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtTemplate.java:188}) EXTRACT_MOVE({cn.dev33.satoken.jwt.SaJwtUtil getPayloadsNotCheck(String  String  String)}  {cn.dev33.satoken.jwt.SaJwtTemplate getPayloadsNotCheck(String  String  String)}),
0a7fb4dd5e7c9e5800568a6bf5801e85ddbeeb67,EXTRACT_MOVE, EXTRACT_MOVE	{Method getLoginIdOrNull(String  String  String) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtUtil.java:202}	{Method getLoginIdOrNull(String  String  String) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtTemplate.java:210}) EXTRACT_MOVE({cn.dev33.satoken.jwt.SaJwtUtil getLoginIdOrNull(String  String  String)}  {cn.dev33.satoken.jwt.SaJwtTemplate getLoginIdOrNull(String  String  String)}),
0a7fb4dd5e7c9e5800568a6bf5801e85ddbeeb67,EXTRACT_MOVE, EXTRACT_MOVE	{Method createToken(String  Object  String  long  Map  String) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtUtil.java:81}	{Method createToken(String  Object  String  long  Map  String) at sa-token-plugin/sa-token-jwt/src/main/java/cn/dev33/satoken/jwt/SaJwtTemplate.java:80}) EXTRACT_MOVE({cn.dev33.satoken.jwt.SaJwtUtil createToken(String  Object  String  long  Map  String)}  {cn.dev33.satoken.jwt.SaJwtTemplate createToken(String  Object  String  long  Map  String)}),
6158d51845725ceb52627e9aedfd28125628044c,MOVE, MOVE	{Class StpUserUtil at sa-token-demo/sa-token-demo-springboot/src/main/java/com/pj/satoken/at/StpUserUtil.java:12}	{Class StpUserUtil at sa-token-demo/sa-token-demo-case/src/main/java/com/pj/satoken/StpUserUtil.java:14}) MOVE({com.pj.satoken.at.StpUserUtil}  {com.pj.satoken.StpUserUtil}),
f7cf0153247ca76ab79b5951d5b21841486b9772,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method test() at sa-token-demo-springboot/src/main/java/com/pj/test/TestController.java:246}	{Method test(HttpServletResponse) at sa-token-demo-springboot/src/main/java/com/pj/test/TestController.java:249}) CHANGE_SIGNATURE({com.pj.test.TestController test()}  {com.pj.test.TestController test(HttpServletResponse)}),
f7cf0153247ca76ab79b5951d5b21841486b9772,EXTRACT, EXTRACT	{Method setLoginId(Object  String) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:151}	{Method setLoginId(Object  SaLoginModel) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:170}) EXTRACT({cn.dev33.satoken.stp.StpLogic setLoginId(Object  String)}  {cn.dev33.satoken.stp.StpLogic setLoginId(Object  SaLoginModel)}),
0c0b08c6c3ecbf8501896d70d6a8df05ef3b2e3c,RENAME, RENAME	{Class SaQuickBean at sa-token-plugin/sa-token-quick-login/src/main/java/cn/dev33/satoken/quick/SaQuickBean.java:19}	{Class SaQuickRegister at sa-token-plugin/sa-token-quick-login/src/main/java/cn/dev33/satoken/quick/SaQuickRegister.java:15}) RENAME({cn.dev33.satoken.quick.SaQuickBean}  {cn.dev33.satoken.quick.SaQuickRegister}),
0c0b08c6c3ecbf8501896d70d6a8df05ef3b2e3c,MOVE, MOVE	{Method setSaQuickConfig(SaQuickConfig) at sa-token-plugin/sa-token-quick-login/src/main/java/cn/dev33/satoken/quick/SaQuickBean.java:40}	{Method setSaQuickConfig(SaQuickConfig) at sa-token-plugin/sa-token-quick-login/src/main/java/cn/dev33/satoken/quick/SaQuickInject.java:20}) MOVE({cn.dev33.satoken.quick.SaQuickBean setSaQuickConfig(SaQuickConfig)}  {cn.dev33.satoken.quick.SaQuickInject setSaQuickConfig(SaQuickConfig)}),
15eefbed33e4538e57ee44acd7e20d9f84377b1d,MOVE, MOVE	{Method matchPath(String  String) at sa-token-core/src/main/java/cn/dev33/satoken/servlet/SaTokenServlet.java:28}	{Method matchPath(String  String) at sa-token-core/src/main/java/cn/dev33/satoken/context/SaTokenContext.java:27}) MOVE({cn.dev33.satoken.servlet.SaTokenServlet matchPath(String  String)}  {cn.dev33.satoken.context.SaTokenContext matchPath(String  String)}),
15eefbed33e4538e57ee44acd7e20d9f84377b1d,MOVE, MOVE	{Method addCookie(HttpServletResponse  String  String  String  String  int) at sa-token-core/src/main/java/cn/dev33/satoken/cookie/SaTokenCookie.java:24}	{Method addCookie(String  String  String  String  int) at sa-token-core/src/main/java/cn/dev33/satoken/context/model/SaResponse.java:22}) MOVE({cn.dev33.satoken.cookie.SaTokenCookie addCookie(HttpServletResponse  String  String  String  String  int)}  {cn.dev33.satoken.context.model.SaResponse addCookie(String  String  String  String  int)}),
15eefbed33e4538e57ee44acd7e20d9f84377b1d,EXTRACT_SUPER, EXTRACT_SUPER	{Class SaTokenServletDefaultImpl at sa-token-core/src/main/java/cn/dev33/satoken/servlet/SaTokenServletDefaultImpl.java:8}	{Interface SaTokenContext at sa-token-core/src/main/java/cn/dev33/satoken/context/SaTokenContext.java:6}) EXTRACT_SUPER({cn.dev33.satoken.servlet.SaTokenServletDefaultImpl}  {cn.dev33.satoken.context.SaTokenContext}),
15eefbed33e4538e57ee44acd7e20d9f84377b1d,RENAME, RENAME	{Class SaTokenServletSpringImpl at sa-token-spring-boot-starter/src/main/java/cn/dev33/satoken/spring/SaTokenServletSpringImpl.java:11}	{Class SaTokenContextForSpring at sa-token-spring-boot-starter/src/main/java/cn/dev33/satoken/spring/SaTokenContextForSpring.java:12}) RENAME({cn.dev33.satoken.spring.SaTokenServletSpringImpl}  {cn.dev33.satoken.spring.SaTokenContextForSpring}),
15eefbed33e4538e57ee44acd7e20d9f84377b1d,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method getResponse() at sa-token-spring-boot-starter/src/main/java/cn/dev33/satoken/spring/SaTokenServletSpringImpl.java:27}	{Method getResponse() at sa-token-core/src/main/java/cn/dev33/satoken/context/SaTokenContext.java:20}) PULL_UP_SIGNATURE({cn.dev33.satoken.spring.SaTokenServletSpringImpl getResponse()}  {cn.dev33.satoken.context.SaTokenContext getResponse()}),
15eefbed33e4538e57ee44acd7e20d9f84377b1d,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method getRequest() at sa-token-spring-boot-starter/src/main/java/cn/dev33/satoken/spring/SaTokenServletSpringImpl.java:19}	{Method getRequest() at sa-token-core/src/main/java/cn/dev33/satoken/context/SaTokenContext.java:13}) PULL_UP_SIGNATURE({cn.dev33.satoken.spring.SaTokenServletSpringImpl getRequest()}  {cn.dev33.satoken.context.SaTokenContext getRequest()}),
15eefbed33e4538e57ee44acd7e20d9f84377b1d,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method run(HttpServletRequest  HttpServletResponse  Object) at sa-token-core/src/main/java/cn/dev33/satoken/router/SaRouteFunction.java:14}	{Method run(SaRequest  SaResponse  Object) at sa-token-core/src/main/java/cn/dev33/satoken/router/SaRouteFunction.java:14}) CHANGE_SIGNATURE({cn.dev33.satoken.router.SaRouteFunction run(HttpServletRequest  HttpServletResponse  Object)}  {cn.dev33.satoken.router.SaRouteFunction run(SaRequest  SaResponse  Object)}),
15eefbed33e4538e57ee44acd7e20d9f84377b1d,EXTRACT_SUPER, EXTRACT_SUPER	{Class SaTokenServletSpringImpl at sa-token-spring-boot-starter/src/main/java/cn/dev33/satoken/spring/SaTokenServletSpringImpl.java:11}	{Interface SaTokenContext at sa-token-core/src/main/java/cn/dev33/satoken/context/SaTokenContext.java:6}) EXTRACT_SUPER({cn.dev33.satoken.spring.SaTokenServletSpringImpl}  {cn.dev33.satoken.context.SaTokenContext}),
15eefbed33e4538e57ee44acd7e20d9f84377b1d,MOVE, MOVE	{Method addCookie(HttpServletResponse  String  String  String  String  int) at sa-token-core/src/main/java/cn/dev33/satoken/cookie/SaTokenCookieUtil.java:35}	{Method addCookie(String  String  String  String  int) at sa-token-servlet/src/main/java/cn/dev33/satoken/context/model/servlet/SaResponseForServlet.java:45}) MOVE({cn.dev33.satoken.cookie.SaTokenCookieUtil addCookie(HttpServletResponse  String  String  String  String  int)}  {cn.dev33.satoken.context.model.servlet.SaResponseForServlet addCookie(String  String  String  String  int)}),
15eefbed33e4538e57ee44acd7e20d9f84377b1d,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method getResponse() at sa-token-core/src/main/java/cn/dev33/satoken/servlet/SaTokenServletDefaultImpl.java:24}	{Method getResponse() at sa-token-core/src/main/java/cn/dev33/satoken/context/SaTokenContext.java:20}) PULL_UP_SIGNATURE({cn.dev33.satoken.servlet.SaTokenServletDefaultImpl getResponse()}  {cn.dev33.satoken.context.SaTokenContext getResponse()}),
15eefbed33e4538e57ee44acd7e20d9f84377b1d,MOVE_RENAME, MOVE_RENAME	{Class SaTokenServletDefaultImpl at sa-token-core/src/main/java/cn/dev33/satoken/servlet/SaTokenServletDefaultImpl.java:8}	{Class SaTokenContextDefaultImpl at sa-token-core/src/main/java/cn/dev33/satoken/context/SaTokenContextDefaultImpl.java:7}) MOVE_RENAME({cn.dev33.satoken.servlet.SaTokenServletDefaultImpl}  {cn.dev33.satoken.context.SaTokenContextDefaultImpl}),
15eefbed33e4538e57ee44acd7e20d9f84377b1d,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method getRequest() at sa-token-core/src/main/java/cn/dev33/satoken/servlet/SaTokenServletDefaultImpl.java:16}	{Method getRequest() at sa-token-core/src/main/java/cn/dev33/satoken/context/SaTokenContext.java:13}) PULL_UP_SIGNATURE({cn.dev33.satoken.servlet.SaTokenServletDefaultImpl getRequest()}  {cn.dev33.satoken.context.SaTokenContext getRequest()}),
d1d25f4d49126144ffa75d794dd131cd6ea15a84,MOVE, MOVE	{Interface SaFunction at sa-token-core/src/main/java/cn/dev33/satoken/stp/SaFunction.java:3}	{Interface SaFunction at sa-token-core/src/main/java/cn/dev33/satoken/fun/SaFunction.java:3}) MOVE({cn.dev33.satoken.stp.SaFunction}  {cn.dev33.satoken.fun.SaFunction}),
87b524201a4bf8e43bb5455c798cbec0d6e056a4,MOVE, MOVE	{Interface SaTokenListener at sa-token-core/src/main/java/cn/dev33/satoken/aop/SaTokenListener.java:5}	{Interface SaTokenListener at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenListener.java:5}) MOVE({cn.dev33.satoken.aop.SaTokenListener}  {cn.dev33.satoken.listener.SaTokenListener}),
87b524201a4bf8e43bb5455c798cbec0d6e056a4,MOVE, MOVE	{Class SaTokenListenerDefaultImpl at sa-token-core/src/main/java/cn/dev33/satoken/aop/SaTokenListenerDefaultImpl.java:9}	{Class SaTokenListenerDefaultImpl at sa-token-core/src/main/java/cn/dev33/satoken/listener/SaTokenListenerDefaultImpl.java:9}) MOVE({cn.dev33.satoken.aop.SaTokenListenerDefaultImpl}  {cn.dev33.satoken.listener.SaTokenListenerDefaultImpl}),
87b524201a4bf8e43bb5455c798cbec0d6e056a4,RENAME, RENAME	{Method test(String  String) at sa-token-demo-springboot/src/main/java/com/pj/test/UserController.java:13}	{Method doLogin(String  String) at sa-token-demo-springboot/src/main/java/com/pj/test/UserController.java:18}) RENAME({com.pj.test.UserController test(String  String)}  {com.pj.test.UserController doLogin(String  String)}),
69ce298a8aa99e4d66605800df47d88499d0726d,EXTRACT, EXTRACT	{Method getTokenSession(boolean) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:565}	{Method setTokenValue(String  int) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:88}) EXTRACT({cn.dev33.satoken.stp.StpLogic getTokenSession(boolean)}  {cn.dev33.satoken.stp.StpLogic setTokenValue(String  int)}),
69ce298a8aa99e4d66605800df47d88499d0726d,EXTRACT, EXTRACT	{Method setLoginId(Object  SaLoginModel) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:170}	{Method setTokenValue(String  int) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:88}) EXTRACT({cn.dev33.satoken.stp.StpLogic setLoginId(Object  SaLoginModel)}  {cn.dev33.satoken.stp.StpLogic setTokenValue(String  int)}),
e9ab3758540309c860427a54ea969855e19476c3,RENAME, RENAME	{Method isAllowConcurrentLogin() at sa-token-core/src/main/java/cn/dev33/satoken/config/SaTokenConfig.java:115}	{Method getAllowConcurrentLogin() at sa-token-core/src/main/java/cn/dev33/satoken/config/SaTokenConfig.java:115}) RENAME({cn.dev33.satoken.config.SaTokenConfig isAllowConcurrentLogin()}  {cn.dev33.satoken.config.SaTokenConfig getAllowConcurrentLogin()}),
